period,reporter_code,reporter_iso3,partner_code,partner_iso3,partner2_code,cmd_code,cmd_desc,flow_code,flow_desc,primary_value,net_weight,quantity,quantity_unit,mot_code,customs_code,classification_code,source_file,retrieved_at
2018,784,ARE,156,CHN,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",1,Import,2376346.36,1697086.54,1697086.54,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2018,784,ARE,156,CHN,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2,Export,3066702.5,763909.07,763909.07,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2018,784,ARE,156,CHN,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",1,Import,8009726.36,2144158.64,2144158.64,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2018,784,ARE,156,CHN,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2,Export,2821660.98,3286032.29,3286032.29,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2018,784,ARE,156,CHN,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",1,Import,2070356.72,2321728.39,2321728.39,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2018,784,ARE,156,CHN,0,851712,Telephones for cellular networks or for other wireless networks,2,Export,102633504.55,2652380.69,2652380.69,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2018,784,ARE,156,CHN,0,851712,Telephones for cellular networks or for other wireless networks,1,Import,72600097.53,2352443.59,2352443.59,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2018,784,ARE,156,CHN,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2,Export,10920682.31,1273826.83,1273826.83,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2018,784,ARE,156,CHN,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,1,Import,20775655.87,1512884.14,1512884.14,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2018,784,ARE,156,CHN,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),2,Export,620153.86,102189.89,102189.89,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2018,784,ARE,156,CHN,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),1,Import,11977241.05,2644421.5,2644421.5,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2018,784,ARE,156,CHN,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2,Export,81175558862.7,2314506.34,2314506.34,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2018,784,ARE,156,CHN,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",1,Import,148339151503.17,3152509.76,3152509.76,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2018,784,ARE,156,CHN,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",2,Export,404395207.11,1622070.87,1622070.87,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2018,784,ARE,156,CHN,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",1,Import,190843311.04,1416753.19,1416753.19,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2019,784,ARE,156,CHN,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2,Export,951822.73,708032.57,708032.57,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2019,784,ARE,156,CHN,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",1,Import,2930487.5,2132018.21,2132018.21,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2019,784,ARE,156,CHN,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2,Export,9676247.49,2425166.96,2425166.96,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2019,784,ARE,156,CHN,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",1,Import,11477246.9,3359392.37,3359392.37,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2019,784,ARE,156,CHN,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2,Export,3252118.94,3601327.92,3601327.92,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2019,784,ARE,156,CHN,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",1,Import,1971627.25,2124904.57,2124904.57,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2019,784,ARE,156,CHN,0,851712,Telephones for cellular networks or for other wireless networks,2,Export,7996122.44,315817.96,315817.96,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2019,784,ARE,156,CHN,0,851712,Telephones for cellular networks or for other wireless networks,1,Import,37570334.42,2497629.99,2497629.99,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2019,784,ARE,156,CHN,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2,Export,15586710.71,1350128.58,1350128.58,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2019,784,ARE,156,CHN,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,1,Import,24091062.94,2340718.23,2340718.23,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2019,784,ARE,156,CHN,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),2,Export,2395152.25,487464.58,487464.58,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2019,784,ARE,156,CHN,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),1,Import,9718074.01,1704467.93,1704467.93,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2019,784,ARE,156,CHN,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2,Export,109866898214.45,2832394.9,2832394.9,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2019,784,ARE,156,CHN,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",1,Import,5374572084.5,129397.04,129397.04,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2019,784,ARE,156,CHN,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",2,Export,427406138.79,1613703.82,1613703.82,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2019,784,ARE,156,CHN,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",1,Import,218466370.87,784460.35,784460.35,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2020,784,ARE,156,CHN,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2,Export,282148.88,217612.04,217612.04,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2020,784,ARE,156,CHN,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",1,Import,4746705.44,3780366.61,3780366.61,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2020,784,ARE,156,CHN,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2,Export,3686908.34,1123555.24,1123555.24,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2020,784,ARE,156,CHN,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",1,Import,2681052.5,664762.45,664762.45,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2020,784,ARE,156,CHN,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2,Export,2081861.38,2504802.17,2504802.17,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2020,784,ARE,156,CHN,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",1,Import,1864070.43,2033288.48,2033288.48,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2020,784,ARE,156,CHN,0,851712,Telephones for cellular networks or for other wireless networks,2,Export,40723265.27,1393060.24,1393060.24,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2020,784,ARE,156,CHN,0,851712,Telephones for cellular networks or for other wireless networks,1,Import,60839889.58,3792865.09,3792865.09,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2020,784,ARE,156,CHN,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2,Export,27427979.56,2452427.59,2452427.59,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2020,784,ARE,156,CHN,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,1,Import,9513152.54,772427.51,772427.51,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2020,784,ARE,156,CHN,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),2,Export,8118694.65,1415013.07,1415013.07,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2020,784,ARE,156,CHN,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),1,Import,2024744.48,414469.49,414469.49,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2020,784,ARE,156,CHN,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2,Export,80456186358.28,1600981.58,1600981.58,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2020,784,ARE,156,CHN,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",1,Import,30661077804.31,592755.44,592755.44,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2020,784,ARE,156,CHN,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",2,Export,308852417.42,1696759.79,1696759.79,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2020,784,ARE,156,CHN,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",1,Import,450506901.59,1910358.1,1910358.1,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2021,784,ARE,156,CHN,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2,Export,586201.57,430025.59,430025.59,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2021,784,ARE,156,CHN,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",1,Import,3304084.91,2905021.14,2905021.14,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2021,784,ARE,156,CHN,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2,Export,3544015.23,956110.59,956110.59,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2021,784,ARE,156,CHN,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",1,Import,12936496.41,3610471.31,3610471.31,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2021,784,ARE,156,CHN,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2,Export,3000399.4,3448845.6,3448845.6,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2021,784,ARE,156,CHN,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",1,Import,1866858.36,2092865.46,2092865.46,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2021,784,ARE,156,CHN,0,851712,Telephones for cellular networks or for other wireless networks,2,Export,127093627.76,3651010.15,3651010.15,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2021,784,ARE,156,CHN,0,851712,Telephones for cellular networks or for other wireless networks,1,Import,5379606.78,291045.17,291045.17,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2021,784,ARE,156,CHN,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2,Export,14312636.21,1075120.77,1075120.77,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2021,784,ARE,156,CHN,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,1,Import,33758449.32,2562259.75,2562259.75,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
2021,784,ARE,156,CHN,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),2,Export,7839233.77,1675094.58,1675094.58,kg,1,C00,HS2017,comtrade_annual_ARE_CHN_2015_2025.json,2026-08-20T01:01:24.973771+00:00
