importer_iso3,importer_iso2,exporter_iso3,exporter_iso2,exporter_numeric,exporter_country_name,currency_code,currency_name,hs6,product_description,year,import_value_usd,import_net_weight_kg,quantity,cif_unit_value_usd_per_kg,supplier_market_share_pct,transaction_count,supplier_gdp,supplier_gdp_per_capita,supplier_gdp_growth,supplier_inflation,supplier_population,supplier_trade_pct_gdp,india_import_tariff_rate,mfn_tariff_rate,tariff_type,rta_exists,rta_name,rta_status,rta_entry_into_force,rta_type,rta_coverage,supplier_locode_count,supplier_port_count,supplier_airport_count,supplier_inland_terminal_count,gleif_supplier_count,gleif_active_supplier_count,sanctions_entity_count,ofac_entity_count,sanctions_present
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,90411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),2025,13757559.95,2777481.93,2777481.93,4.9532,0.7,1,9300982450507.4,5588.1,8.3,2.1,1656339789.0,46.25,15.0,15.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2015,417013.37,376075.98,376075.98,1.1089,0.15,1,4113688883373.54,2762.28,8.3,2.1,1484697164.0,41.75,10.0,10.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2016,1892582.7,1323679.92,1323679.92,1.4298,0.56,1,4463352438460.3,2963.92,8.8,2.1,1501028832.0,42.2,10.0,10.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2017,4292433.21,3764779.34,3764779.34,1.1402,1.28,1,4842737395729.42,3180.29,8.3,2.1,1517540150.0,42.65,10.0,10.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2018,2376346.36,1697086.54,1697086.54,1.4003,0.67,1,5254370074366.42,3412.45,8.8,2.1,1534233091.0,43.1,10.0,10.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2019,2930487.5,2132018.21,2132018.21,1.3745,0.72,1,5700991530687.57,3661.56,8.3,2.1,1551109655.0,43.55,10.0,10.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2020,4746705.44,3780366.61,3780366.61,1.2556,1.39,1,6185575810796.01,3928.85,2.5,2.1,1568171861.0,44.0,10.0,10.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2021,3304084.91,2905021.14,2905021.14,1.1374,0.77,1,6711349754713.67,4215.66,11.0,2.1,1585421752.0,44.45,10.0,10.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2022,2415536.92,1896241.18,1896241.18,1.2739,0.59,1,7281814483864.33,4523.4,11.0,5.6,1602861391.0,44.9,10.0,10.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2023,3109167.21,2324794.32,2324794.32,1.3374,0.85,1,7900768714992.8,4853.61,8.3,5.6,1620492866.0,45.35,10.0,10.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2024,1543181.61,1069667.62,1069667.62,1.4427,0.38,1,8572334055767.19,5207.92,8.8,2.1,1638318288.0,45.8,10.0,10.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2025,2603978.49,2195080.8,2195080.8,1.1863,0.6,1,9300982450507.4,5588.1,8.3,2.1,1656339789.0,46.25,10.0,10.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2015,1363767.34,1642464.54,1642464.54,0.8303,0.69,1,4113688883373.54,2762.28,8.3,2.1,1484697164.0,41.75,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2016,303847.41,330474.6,330474.6,0.9194,0.16,1,4463352438460.3,2963.92,8.8,2.1,1501028832.0,42.2,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2017,1403384.24,1623991.33,1623991.33,0.8642,0.66,1,4842737395729.42,3180.29,8.3,2.1,1517540150.0,42.65,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2018,2070356.72,2321728.39,2321728.39,0.8917,0.87,1,5254370074366.42,3412.45,8.8,2.1,1534233091.0,43.1,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2019,1971627.25,2124904.57,2124904.57,0.9279,0.83,1,5700991530687.57,3661.56,8.3,2.1,1551109655.0,43.55,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2020,1864070.43,2033288.48,2033288.48,0.9168,0.77,1,6185575810796.01,3928.85,2.5,2.1,1568171861.0,44.0,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2021,1866858.36,2092865.46,2092865.46,0.892,0.65,1,6711349754713.67,4215.66,11.0,2.1,1585421752.0,44.45,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2022,1958833.51,2152168.87,2152168.87,0.9102,0.63,1,7281814483864.33,4523.4,11.0,5.6,1602861391.0,44.9,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2023,1505569.07,1864574.6,1864574.6,0.8075,0.54,1,7900768714992.8,4853.61,8.3,5.6,1620492866.0,45.35,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2024,845519.54,1118530.32,1118530.32,0.7559,0.27,1,8572334055767.19,5207.92,8.8,2.1,1638318288.0,45.8,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2025,2781183.61,3520680.13,3520680.13,0.79,0.77,1,9300982450507.4,5588.1,8.3,2.1,1656339789.0,46.25,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2015,10441449.54,1070022.91,1070022.91,9.7582,0.38,1,4113688883373.54,2762.28,8.3,2.1,1484697164.0,41.75,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2016,955674.21,99710.75,99710.75,9.5845,0.03,1,4463352438460.3,2963.92,8.8,2.1,1501028832.0,42.2,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2017,2551791.23,253167.17,253167.17,10.0795,0.09,1,4842737395729.42,3180.29,8.3,2.1,1517540150.0,42.65,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2018,20775655.87,1512884.14,1512884.14,13.7325,0.69,1,5254370074366.42,3412.45,8.8,2.1,1534233091.0,43.1,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2019,24091062.94,2340718.23,2340718.23,10.2922,0.77,1,5700991530687.57,3661.56,8.3,2.1,1551109655.0,43.55,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2020,9513152.54,772427.51,772427.51,12.3159,0.29,1,6185575810796.01,3928.85,2.5,2.1,1568171861.0,44.0,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2021,33758449.32,2562259.75,2562259.75,13.1753,0.9,1,6711349754713.67,4215.66,11.0,2.1,1585421752.0,44.45,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2022,15750516.39,1512047.14,1512047.14,10.4167,0.37,1,7281814483864.33,4523.4,11.0,5.6,1602861391.0,44.9,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2023,10654233.14,951621.18,951621.18,11.1959,0.28,1,7900768714992.8,4853.61,8.3,5.6,1620492866.0,45.35,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2024,44135586.49,3262627.24,3262627.24,13.5276,1.04,1,8572334055767.19,5207.92,8.8,2.1,1638318288.0,45.8,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2025,10471136.31,846227.92,846227.92,12.3739,0.25,1,9300982450507.4,5588.1,8.3,2.1,1656339789.0,46.25,5.0,5.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2015,1827527.38,563419.44,563419.44,3.2436,0.23,1,4113688883373.54,2762.28,8.3,2.1,1484697164.0,41.75,7.5,7.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2016,8713577.3,2161735.68,2161735.68,4.0308,0.94,1,4463352438460.3,2963.92,8.8,2.1,1501028832.0,42.2,7.5,7.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2017,3043578.59,859043.86,859043.86,3.543,0.32,1,4842737395729.42,3180.29,8.3,2.1,1517540150.0,42.65,7.5,7.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2018,8009726.36,2144158.64,2144158.64,3.7356,0.97,1,5254370074366.42,3412.45,8.8,2.1,1534233091.0,43.1,7.5,7.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2019,11477246.9,3359392.37,3359392.37,3.4165,1.15,1,5700991530687.57,3661.56,8.3,2.1,1551109655.0,43.55,7.5,7.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2020,2681052.5,664762.45,664762.45,4.0331,0.29,1,6185575810796.01,3928.85,2.5,2.1,1568171861.0,44.0,7.5,7.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2021,12936496.41,3610471.31,3610471.31,3.583,0.94,1,6711349754713.67,4215.66,11.0,2.1,1585421752.0,44.45,7.5,7.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2022,10618882.97,2882695.69,2882695.69,3.6837,0.91,1,7281814483864.33,4523.4,11.0,5.6,1602861391.0,44.9,7.5,7.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2023,16205143.2,3975335.25,3975335.25,4.0764,1.22,1,7900768714992.8,4853.61,8.3,5.6,1620492866.0,45.35,7.5,7.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2024,11069824.4,3361109.49,3361109.49,3.2935,0.91,1,8572334055767.19,5207.92,8.8,2.1,1638318288.0,45.8,7.5,7.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2025,6082330.84,1617392.31,1617392.31,3.7606,0.45,1,9300982450507.4,5588.1,8.3,2.1,1656339789.0,46.25,7.5,7.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2015,49762449089.87,1401559.5,1401559.5,35505.0564,0.51,1,4113688883373.54,2762.28,8.3,2.1,1484697164.0,41.75,12.5,12.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2016,6196413672.81,148699.05,148699.05,41670.8356,0.06,1,4463352438460.3,2963.92,8.8,2.1,1501028832.0,42.2,12.5,12.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2017,82293780762.64,1793156.09,1793156.09,45893.2612,0.76,1,4842737395729.42,3180.29,8.3,2.1,1517540150.0,42.65,12.5,12.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2018,148339151503.17,3152509.76,3152509.76,47054.3036,1.34,1,5254370074366.42,3412.45,8.8,2.1,1534233091.0,43.1,12.5,12.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2019,5374572084.5,129397.04,129397.04,41535.5103,0.05,1,5700991530687.57,3661.56,8.3,2.1,1551109655.0,43.55,12.5,12.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2020,30661077804.31,592755.44,592755.44,51726.3541,0.26,1,6185575810796.01,3928.85,2.5,2.1,1568171861.0,44.0,12.5,12.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2021,68168600355.9,1507507.16,1507507.16,45219.4206,0.5,1,6711349754713.67,4215.66,11.0,2.1,1585421752.0,44.45,12.5,12.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2022,96929726726.98,1918086.44,1918086.44,50534.5978,0.61,1,7281814483864.33,4523.4,11.0,5.6,1602861391.0,44.9,12.5,12.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2023,33441972161.4,678615.88,678615.88,49279.6782,0.22,1,7900768714992.8,4853.61,8.3,5.6,1620492866.0,45.35,12.5,12.5,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,0,0,0,0
