exporter_iso3,exporter_iso2,importer_iso3,importer_iso2,importer_numeric,importer_country_name,currency_code,currency_name,hs6,product_description,year,export_value_usd,export_net_weight_kg,quantity,fob_unit_value_usd_per_kg,destination_market_share_pct,transaction_count,destination_gdp,destination_gdp_per_capita,destination_gdp_growth,destination_inflation,destination_population,destination_trade_pct_gdp,destination_applied_tariff_rate,mfn_tariff_rate,tariff_preference_margin,tariff_type,rta_exists,rta_name,rta_status,rta_entry_into_force,rta_type,rta_coverage,destination_locode_count,destination_port_count,destination_airport_count,destination_inland_terminal_count,scomet_match_flag,scomet_category,scomet_item_reference,gleif_buyer_count,gleif_active_buyer_count,sanctions_entity_count,ofac_entity_count,sanctions_present
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,90411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),2025,9704460.7,1565441.95,1565441.95,6.1992,0.27,1,9300982450507.4,5588.1,8.3,2.1,1656339789.0,46.25,15.0,15.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2015,1170098.49,985273.16,985273.16,1.1876,0.21,1,4113688883373.54,2762.28,8.3,2.1,1484697164.0,41.75,10.0,10.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2016,2047670.3,1566263.36,1566263.36,1.3074,0.32,1,4463352438460.3,2963.92,8.8,2.1,1501028832.0,42.2,10.0,10.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2017,4174088.78,3036922.67,3036922.67,1.3744,0.58,1,4842737395729.42,3180.29,8.3,2.1,1517540150.0,42.65,10.0,10.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2018,1747557.01,1246787.01,1246787.01,1.4016,0.24,1,5254370074366.42,3412.45,8.8,2.1,1534233091.0,43.1,10.0,10.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2019,951822.73,708032.57,708032.57,1.3443,0.12,1,5700991530687.57,3661.56,8.3,2.1,1551109655.0,43.55,10.0,10.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2020,282148.88,217612.04,217612.04,1.2966,0.05,1,6185575810796.01,3928.85,2.5,2.1,1568171861.0,44.0,10.0,10.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2021,586201.57,430025.59,430025.59,1.3632,0.08,1,6711349754713.67,4215.66,11.0,2.1,1585421752.0,44.45,10.0,10.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2022,375864.06,330159.3,330159.3,1.1384,0.04,1,7281814483864.33,4523.4,11.0,5.6,1602861391.0,44.9,10.0,10.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2023,4686372.77,3884424.96,3884424.96,1.2065,0.46,1,7900768714992.8,4853.61,8.3,5.6,1620492866.0,45.35,10.0,10.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2024,4402199.13,3416360.3,3416360.3,1.2886,0.46,1,8572334055767.19,5207.92,8.8,2.1,1638318288.0,45.8,10.0,10.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2025,3359865.48,2642989.71,2642989.71,1.2712,0.35,1,9300982450507.4,5588.1,8.3,2.1,1656339789.0,46.25,10.0,10.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2015,1670302.82,2024901.8,2024901.8,0.8249,0.87,1,4113688883373.54,2762.28,8.3,2.1,1484697164.0,41.75,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2016,128428.35,137597.61,137597.61,0.9334,0.06,1,4463352438460.3,2963.92,8.8,2.1,1501028832.0,42.2,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2017,720795.78,839936.36,839936.36,0.8582,0.34,1,4842737395729.42,3180.29,8.3,2.1,1517540150.0,42.65,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2018,2821660.98,3286032.29,3286032.29,0.8587,1.37,1,5254370074366.42,3412.45,8.8,2.1,1534233091.0,43.1,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2019,3252118.94,3601327.92,3601327.92,0.903,1.5,1,5700991530687.57,3661.56,8.3,2.1,1551109655.0,43.55,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2020,2081861.38,2504802.17,2504802.17,0.8311,0.91,1,6185575810796.01,3928.85,2.5,2.1,1568171861.0,44.0,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2021,3000399.4,3448845.6,3448845.6,0.87,1.15,1,6711349754713.67,4215.66,11.0,2.1,1585421752.0,44.45,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2022,2359500.55,2711284.81,2711284.81,0.8703,0.85,1,7281814483864.33,4523.4,11.0,5.6,1602861391.0,44.9,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2023,449285.96,534565.89,534565.89,0.8405,0.16,1,7900768714992.8,4853.61,8.3,5.6,1620492866.0,45.35,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2024,1432798.42,1694971.61,1694971.61,0.8453,0.53,1,8572334055767.19,5207.92,8.8,2.1,1638318288.0,45.8,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2025,2394282.26,2836567.45,2836567.45,0.8441,0.82,1,9300982450507.4,5588.1,8.3,2.1,1656339789.0,46.25,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2015,12353323.59,1092268.25,1092268.25,11.3098,0.21,1,4113688883373.54,2762.28,8.3,2.1,1484697164.0,41.75,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2016,9527025.86,1049494.41,1049494.41,9.0777,0.18,1,4463352438460.3,2963.92,8.8,2.1,1501028832.0,42.2,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2017,29306934.8,2326002.92,2326002.92,12.5997,0.48,1,4842737395729.42,3180.29,8.3,2.1,1517540150.0,42.65,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2018,10920682.31,1273826.83,1273826.83,8.5731,0.15,1,5254370074366.42,3412.45,8.8,2.1,1534233091.0,43.1,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2019,15586710.71,1350128.58,1350128.58,11.5446,0.24,1,5700991530687.57,3661.56,8.3,2.1,1551109655.0,43.55,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2020,27427979.56,2452427.59,2452427.59,11.184,0.47,1,6185575810796.01,3928.85,2.5,2.1,1568171861.0,44.0,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2021,14312636.21,1075120.77,1075120.77,13.3126,0.15,1,6711349754713.67,4215.66,11.0,2.1,1585421752.0,44.45,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2022,40887816.62,3251015.7,3251015.7,12.5769,0.47,1,7281814483864.33,4523.4,11.0,5.6,1602861391.0,44.9,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2023,17481778.9,1901171.15,1901171.15,9.1953,0.22,1,7900768714992.8,4853.61,8.3,5.6,1620492866.0,45.35,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2024,27075613.61,2821567.25,2821567.25,9.5959,0.3,1,8572334055767.19,5207.92,8.8,2.1,1638318288.0,45.8,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2025,6369296.7,507311.06,507311.06,12.555,0.06,1,9300982450507.4,5588.1,8.3,2.1,1656339789.0,46.25,5.0,5.0,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2015,454971.37,128790.23,128790.23,3.5327,0.03,1,4113688883373.54,2762.28,8.3,2.1,1484697164.0,41.75,7.5,7.5,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2016,3540752.73,919285.16,919285.16,3.8516,0.2,1,4463352438460.3,2963.92,8.8,2.1,1501028832.0,42.2,7.5,7.5,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2017,9886564.18,3007176.39,3007176.39,3.2877,0.47,1,4842737395729.42,3180.29,8.3,2.1,1517540150.0,42.65,7.5,7.5,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2018,3066702.5,763909.07,763909.07,4.0145,0.17,1,5254370074366.42,3412.45,8.8,2.1,1534233091.0,43.1,7.5,7.5,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2019,9676247.49,2425166.96,2425166.96,3.9899,0.42,1,5700991530687.57,3661.56,8.3,2.1,1551109655.0,43.55,7.5,7.5,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2020,3686908.34,1123555.24,1123555.24,3.2815,0.17,1,6185575810796.01,3928.85,2.5,2.1,1568171861.0,44.0,7.5,7.5,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2021,3544015.23,956110.59,956110.59,3.7067,0.13,1,6711349754713.67,4215.66,11.0,2.1,1585421752.0,44.45,7.5,7.5,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2022,10558181.14,2743932.86,2743932.86,3.8478,0.37,1,7281814483864.33,4523.4,11.0,5.6,1602861391.0,44.9,7.5,7.5,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2023,7890198.87,2002674.45,2002674.45,3.9398,0.32,1,7900768714992.8,4853.61,8.3,5.6,1620492866.0,45.35,7.5,7.5,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2024,484395.77,149588.57,149588.57,3.2382,0.02,1,8572334055767.19,5207.92,8.8,2.1,1638318288.0,45.8,7.5,7.5,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2025,11367950.8,3282698.58,3282698.58,3.463,0.41,1,9300982450507.4,5588.1,8.3,2.1,1656339789.0,46.25,7.5,7.5,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2015,17325443860.61,405744.35,405744.35,42700.3946,0.09,1,4113688883373.54,2762.28,8.3,2.1,1484697164.0,41.75,12.5,12.5,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2016,45144187662.95,961900.73,961900.73,46932.273,0.25,1,4463352438460.3,2963.92,8.8,2.1,1501028832.0,42.2,12.5,12.5,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
IND,IN,CHN,CN,156,China,CNY,Yuan Renminbi,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2017,39908704682.65,880513.2,880513.2,45324.3684,0.2,1,4842737395729.42,3180.29,8.3,2.1,1517540150.0,42.65,12.5,12.5,0.0,MFN_APPLIED,0.0,Asia Pacific Trade Agreement (APTA),In Force,1976-06-17,PTA,Goods,1676,765,191,996,0,GENERAL_GOODS,N/A,0,0,0,0,0
