country_iso3,indicator_code,indicator_name,year,value,source,retrieved_at
IND,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,6.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2019,5.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,SP.POP.TOTL,"Population, total",2019,1373597293.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NE.TRD.GNFS.ZS,Trade (% of GDP),2019,43.6,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2019,4.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2019,4.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NY.GDP.MKTP.CD,GDP (current US$),2020,2917934629708.49,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,1854.84,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,7.3,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2020,5.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,SP.POP.TOTL,"Population, total",2020,1387333266.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NE.TRD.GNFS.ZS,Trade (% of GDP),2020,44.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2020,5.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2020,5.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NY.GDP.MKTP.CD,GDP (current US$),2021,3116354184528.67,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,1910.48,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,6.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2021,5.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,SP.POP.TOTL,"Population, total",2021,1401206598.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NE.TRD.GNFS.ZS,Trade (% of GDP),2021,44.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2021,5.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2021,5.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NY.GDP.MKTP.CD,GDP (current US$),2022,3328266269076.62,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,1967.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,7.3,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2022,6.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,SP.POP.TOTL,"Population, total",2022,1415218664.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NE.TRD.GNFS.ZS,Trade (% of GDP),2022,44.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2022,5.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2022,5.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NY.GDP.MKTP.CD,GDP (current US$),2023,3554588375373.83,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,2026.83,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,6.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2023,6.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,SP.POP.TOTL,"Population, total",2023,1429370851.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NE.TRD.GNFS.ZS,Trade (% of GDP),2023,45.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2023,5.3,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2023,5.3,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NY.GDP.MKTP.CD,GDP (current US$),2024,3796300384899.25,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,2087.64,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,7.3,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2024,5.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,SP.POP.TOTL,"Population, total",2024,1443664559.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NE.TRD.GNFS.ZS,Trade (% of GDP),2024,45.6,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2024,5.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2024,5.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NY.GDP.MKTP.CD,GDP (current US$),2025,4054448811072.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NY.GDP.PCAP.CD,GDP per capita (current US$),2025,2150.27,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2025,6.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2025,5.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,SP.POP.TOTL,"Population, total",2025,1458101205.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,NE.TRD.GNFS.ZS,Trade (% of GDP),2025,46.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2025,5.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
IND,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2025,5.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.CD,GDP (current US$),2015,18200000000000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,56800.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2015,1.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2015,3.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,SP.POP.TOTL,"Population, total",2015,320000000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NE.TRD.GNFS.ZS,Trade (% of GDP),2015,27.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2015,4.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2015,4.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.CD,GDP (current US$),2016,18618600000000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,58504.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2016,2.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2016,3.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,SP.POP.TOTL,"Population, total",2016,323200000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NE.TRD.GNFS.ZS,Trade (% of GDP),2016,27.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2016,4.6,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2016,4.6,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.CD,GDP (current US$),2017,19046827800000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,60259.12,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2017,1.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2017,3.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,SP.POP.TOTL,"Population, total",2017,326432000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NE.TRD.GNFS.ZS,Trade (% of GDP),2017,28.3,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2017,4.7,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2017,4.7,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.CD,GDP (current US$),2018,19484904839400.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,62066.89,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,2.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2018,3.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,SP.POP.TOTL,"Population, total",2018,329696320.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NE.TRD.GNFS.ZS,Trade (% of GDP),2018,28.7,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2018,4.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2018,4.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.CD,GDP (current US$),2019,19933057650706.19,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,63928.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,1.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2019,3.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,SP.POP.TOTL,"Population, total",2019,332993283.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NE.TRD.GNFS.ZS,Trade (% of GDP),2019,29.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2019,4.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2019,4.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.CD,GDP (current US$),2020,20391517976672.43,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,65846.77,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,2.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2020,3.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,SP.POP.TOTL,"Population, total",2020,336323216.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NE.TRD.GNFS.ZS,Trade (% of GDP),2020,29.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2020,5.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2020,5.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.CD,GDP (current US$),2021,20860522890135.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,67822.17,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,1.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2021,3.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,SP.POP.TOTL,"Population, total",2021,339686448.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NE.TRD.GNFS.ZS,Trade (% of GDP),2021,29.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2021,5.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2021,5.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.CD,GDP (current US$),2022,21340314916609.02,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,69856.84,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,2.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2022,4.3,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,SP.POP.TOTL,"Population, total",2022,343083312.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NE.TRD.GNFS.ZS,Trade (% of GDP),2022,30.3,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2022,5.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2022,5.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.CD,GDP (current US$),2023,21831142159691.03,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,71952.54,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,1.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2023,4.3,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,SP.POP.TOTL,"Population, total",2023,346514145.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NE.TRD.GNFS.ZS,Trade (% of GDP),2023,30.7,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2023,5.3,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2023,5.3,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.CD,GDP (current US$),2024,22333258429363.92,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,74111.12,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,2.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2024,3.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,SP.POP.TOTL,"Population, total",2024,349979287.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NE.TRD.GNFS.ZS,Trade (% of GDP),2024,31.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2024,5.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2024,5.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.CD,GDP (current US$),2025,22846923373239.29,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.PCAP.CD,GDP per capita (current US$),2025,76334.45,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2025,1.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2025,3.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,SP.POP.TOTL,"Population, total",2025,353479080.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,NE.TRD.GNFS.ZS,Trade (% of GDP),2025,31.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2025,5.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
USA,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2025,5.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
ARE,NY.GDP.MKTP.CD,GDP (current US$),2015,370000000000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
ARE,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,40500.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
ARE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2015,3.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
ARE,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2015,2.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
ARE,SP.POP.TOTL,"Population, total",2015,9200000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
ARE,NE.TRD.GNFS.ZS,Trade (% of GDP),2015,165.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
ARE,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2015,4.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
ARE,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2015,4.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
ARE,NY.GDP.MKTP.CD,GDP (current US$),2016,384060000000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
ARE,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,41715.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
ARE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2016,4.3,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
ARE,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2016,2.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
ARE,SP.POP.TOTL,"Population, total",2016,9292000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
ARE,NE.TRD.GNFS.ZS,Trade (% of GDP),2016,165.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
ARE,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2016,4.6,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
ARE,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2016,4.6,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
ARE,NY.GDP.MKTP.CD,GDP (current US$),2017,398654280000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
