document_id,token_index,source_dataset,split,image_reference,token,x0,y0,x1,y1,entity_label
DOC_FUNSD_TEST_001,10,FUNSD,test,data/raw/documents/funsd/images/test_DOC_FUNSD_TEST_001.png,Gross,40,160,90,180,QUESTION
DOC_FUNSD_TEST_001,11,FUNSD,test,data/raw/documents/funsd/images/test_DOC_FUNSD_TEST_001.png,Weight:,95,160,155,180,QUESTION
DOC_FUNSD_TEST_001,12,FUNSD,test,data/raw/documents/funsd/images/test_DOC_FUNSD_TEST_001.png,"26,500.00",165,160,245,180,ANSWER
DOC_FUNSD_TEST_001,13,FUNSD,test,data/raw/documents/funsd/images/test_DOC_FUNSD_TEST_001.png,KG,250,160,275,180,ANSWER
DOC_SROIE_TRAIN_001,0,SROIE,train,data/raw/documents/sroie/images/train_DOC_SROIE_TRAIN_001.jpg,GULF,60,30,120,55,COMPANY
DOC_SROIE_TRAIN_001,1,SROIE,train,data/raw/documents/sroie/images/train_DOC_SROIE_TRAIN_001.jpg,LOGISTICS,125,30,235,55,COMPANY
DOC_SROIE_TRAIN_001,2,SROIE,train,data/raw/documents/sroie/images/train_DOC_SROIE_TRAIN_001.jpg,FREE,240,30,290,55,COMPANY
DOC_SROIE_TRAIN_001,3,SROIE,train,data/raw/documents/sroie/images/train_DOC_SROIE_TRAIN_001.jpg,ZONE,295,30,350,55,COMPANY
DOC_SROIE_TRAIN_001,4,SROIE,train,data/raw/documents/sroie/images/train_DOC_SROIE_TRAIN_001.jpg,Invoice,50,100,120,120,QUESTION
DOC_SROIE_TRAIN_001,5,SROIE,train,data/raw/documents/sroie/images/train_DOC_SROIE_TRAIN_001.jpg,No:,125,100,155,120,QUESTION
DOC_SROIE_TRAIN_001,6,SROIE,train,data/raw/documents/sroie/images/train_DOC_SROIE_TRAIN_001.jpg,INV-2024-8891,165,100,290,120,ANSWER
DOC_SROIE_TRAIN_001,7,SROIE,train,data/raw/documents/sroie/images/train_DOC_SROIE_TRAIN_001.jpg,Invoice,50,130,115,150,QUESTION
DOC_SROIE_TRAIN_001,8,SROIE,train,data/raw/documents/sroie/images/train_DOC_SROIE_TRAIN_001.jpg,Date:,120,130,160,150,QUESTION
DOC_SROIE_TRAIN_001,9,SROIE,train,data/raw/documents/sroie/images/train_DOC_SROIE_TRAIN_001.jpg,15/10/2024,170,130,260,150,DATE
DOC_SROIE_TRAIN_001,10,SROIE,train,data/raw/documents/sroie/images/train_DOC_SROIE_TRAIN_001.jpg,Total,50,220,100,245,QUESTION
DOC_SROIE_TRAIN_001,11,SROIE,train,data/raw/documents/sroie/images/train_DOC_SROIE_TRAIN_001.jpg,Amount:,105,220,175,245,QUESTION
DOC_SROIE_TRAIN_001,12,SROIE,train,data/raw/documents/sroie/images/train_DOC_SROIE_TRAIN_001.jpg,"USD 482,000.00",185,220,320,245,TOTAL
DOC_SROIE_TEST_001,0,SROIE,test,data/raw/documents/sroie/images/test_DOC_SROIE_TEST_001.jpg,PORT,50,25,110,50,COMPANY
DOC_SROIE_TEST_001,1,SROIE,test,data/raw/documents/sroie/images/test_DOC_SROIE_TEST_001.jpg,AUTHORITY,115,25,240,50,COMPANY
DOC_SROIE_TEST_001,2,SROIE,test,data/raw/documents/sroie/images/test_DOC_SROIE_TEST_001.jpg,Terminal,50,80,130,100,QUESTION
DOC_SROIE_TEST_001,3,SROIE,test,data/raw/documents/sroie/images/test_DOC_SROIE_TEST_001.jpg,Handling:,135,80,215,100,QUESTION
DOC_SROIE_TEST_001,4,SROIE,test,data/raw/documents/sroie/images/test_DOC_SROIE_TEST_001.jpg,Charges:,220,80,285,100,QUESTION
DOC_SROIE_TEST_001,5,SROIE,test,data/raw/documents/sroie/images/test_DOC_SROIE_TEST_001.jpg,"AED 12,450.00",295,80,410,100,TOTAL
DOC_SROIE_TEST_001,6,SROIE,test,data/raw/documents/sroie/images/test_DOC_SROIE_TEST_001.jpg,Payment,50,120,125,140,QUESTION
DOC_SROIE_TEST_001,7,SROIE,test,data/raw/documents/sroie/images/test_DOC_SROIE_TEST_001.jpg,Status: PAID,130,120,240,140,ANSWER
DOC_CORD_TRAIN_001,0,CORD,train,data/raw/documents/cord/images/train_DOC_CORD_TRAIN_001.png,CUSTOMS,50,20,150,45,HEADER
DOC_CORD_TRAIN_001,1,CORD,train,data/raw/documents/cord/images/train_DOC_CORD_TRAIN_001.png,DUTY,155,20,215,45,HEADER
DOC_CORD_TRAIN_001,2,CORD,train,data/raw/documents/cord/images/train_DOC_CORD_TRAIN_001.png,PAYMENT,220,20,310,45,HEADER
DOC_CORD_TRAIN_001,3,CORD,train,data/raw/documents/cord/images/train_DOC_CORD_TRAIN_001.png,HS Code: 100630,50,70,190,90,QUESTION
DOC_CORD_TRAIN_001,4,CORD,train,data/raw/documents/cord/images/train_DOC_CORD_TRAIN_001.png,Applicable Tariff: 0.0%,50,100,240,120,ANSWER
DOC_CORD_TRAIN_001,5,CORD,train,data/raw/documents/cord/images/train_DOC_CORD_TRAIN_001.png,CEPA Preferential Rate Applied,50,130,320,150,COMMENT
DOC_CORD_TRAIN_001,6,CORD,train,data/raw/documents/cord/images/train_DOC_CORD_TRAIN_001.png,Total Duty Payable: $0.00,50,170,280,195,TOTAL
DOC_CORD_TEST_001,0,CORD,test,data/raw/documents/cord/images/test_DOC_CORD_TEST_001.png,BONDED,60,25,145,50,HEADER
DOC_CORD_TEST_001,1,CORD,test,data/raw/documents/cord/images/test_DOC_CORD_TEST_001.png,WAREHOUSE,150,25,275,50,HEADER
DOC_CORD_TEST_001,2,CORD,test,data/raw/documents/cord/images/test_DOC_CORD_TEST_001.png,Storage Bay: A-14,50,80,200,100,ANSWER
DOC_CORD_TEST_001,3,CORD,test,data/raw/documents/cord/images/test_DOC_CORD_TEST_001.png,Storage Duration: 30 Days,50,110,260,130,ANSWER
DOC_CORD_TEST_001,4,CORD,test,data/raw/documents/cord/images/test_DOC_CORD_TEST_001.png,Inspection Status: CLEARED,50,145,280,165,ANSWER
DOC_XFUND_TRAIN_ZH_001,0,XFUND,train,data/raw/documents/xfund/images/train_DOC_XFUND_TRAIN_ZH_001.png,海关报关单,80,20,240,50,HEADER
DOC_XFUND_TRAIN_ZH_001,1,XFUND,train,data/raw/documents/xfund/images/train_DOC_XFUND_TRAIN_ZH_001.png,出口商:,50,80,130,105,QUESTION
DOC_XFUND_TRAIN_ZH_001,2,XFUND,train,data/raw/documents/xfund/images/train_DOC_XFUND_TRAIN_ZH_001.png,上海精密机械工业公司,140,80,380,105,ANSWER
DOC_XFUND_TRAIN_ZH_001,3,XFUND,train,data/raw/documents/xfund/images/train_DOC_XFUND_TRAIN_ZH_001.png,目的国:,50,120,130,145,QUESTION
DOC_XFUND_TRAIN_ZH_001,4,XFUND,train,data/raw/documents/xfund/images/train_DOC_XFUND_TRAIN_ZH_001.png,印度 (IND),140,120,250,145,ANSWER
DOC_XFUND_TRAIN_ZH_001,5,XFUND,train,data/raw/documents/xfund/images/train_DOC_XFUND_TRAIN_ZH_001.png,商品编码:,50,160,150,185,QUESTION
DOC_XFUND_TRAIN_ZH_001,6,XFUND,train,data/raw/documents/xfund/images/train_DOC_XFUND_TRAIN_ZH_001.png,84713000,160,160,260,185,ANSWER
DOC_XFUND_TRAIN_ZH_001,7,XFUND,train,data/raw/documents/xfund/images/train_DOC_XFUND_TRAIN_ZH_001.png,申报价值 (USD):,50,200,200,225,QUESTION
DOC_XFUND_TRAIN_ZH_001,8,XFUND,train,data/raw/documents/xfund/images/train_DOC_XFUND_TRAIN_ZH_001.png,"1,250,000.00",210,200,350,225,TOTAL
DOC_XFUND_TEST_DE_001,0,XFUND,test,data/raw/documents/xfund/images/test_DOC_XFUND_TEST_DE_001.png,ZOLLANMELDUNG,70,25,270,50,HEADER
DOC_XFUND_TEST_DE_001,1,XFUND,test,data/raw/documents/xfund/images/test_DOC_XFUND_TEST_DE_001.png,Ausführer:,50,80,150,105,QUESTION
DOC_XFUND_TEST_DE_001,2,XFUND,test,data/raw/documents/xfund/images/test_DOC_XFUND_TEST_DE_001.png,Deutsche Specialty Chemicals GmbH,160,80,480,105,ANSWER
DOC_XFUND_TEST_DE_001,3,XFUND,test,data/raw/documents/xfund/images/test_DOC_XFUND_TEST_DE_001.png,Bestimmungsland:,50,120,220,145,QUESTION
DOC_XFUND_TEST_DE_001,4,XFUND,test,data/raw/documents/xfund/images/test_DOC_XFUND_TEST_DE_001.png,Indien (IND),230,120,350,145,ANSWER
DOC_XFUND_TEST_DE_001,5,XFUND,test,data/raw/documents/xfund/images/test_DOC_XFUND_TEST_DE_001.png,Warennummer:,50,160,185,185,QUESTION
DOC_XFUND_TEST_DE_001,6,XFUND,test,data/raw/documents/xfund/images/test_DOC_XFUND_TEST_DE_001.png,30049000,195,160,290,185,ANSWER
DOC_XFUND_TEST_DE_001,7,XFUND,test,data/raw/documents/xfund/images/test_DOC_XFUND_TEST_DE_001.png,Rechnungsbetrag EUR:,50,200,240,225,QUESTION
DOC_XFUND_TEST_DE_001,8,XFUND,test,data/raw/documents/xfund/images/test_DOC_XFUND_TEST_DE_001.png,"890.000,00",250,200,360,225,TOTAL
