exporter_id,company_name,reporter_iso3,partner_iso3,hs6,export_value_india_to_partner,import_value_partner_to_india,trade_growth,trade_share,product_overlap_score,partner_concentration,tariff_rate,entity_verified,entity_status,parent_lei,sanctions_match_flag,country_gdp,country_gdp_per_capita,country_gdp_growth,country_inflation
EXP-IND-0015,GENERAL_TRADE_COUNTERPARTY,IND,AUS,847130,18610715045.87,21290575802.82,0.065,0.0121406882989403,0.88,0.0001,0.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0016,GENERAL_TRADE_COUNTERPARTY,IND,AUS,851712,2899034974.07,3179555659.85,0.065,0.0123150186492647,0.88,0.0002,0.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0017,GENERAL_TRADE_COUNTERPARTY,IND,BRA,90411,444431429.15,530341466.02,0.065,0.011234466883754,0.88,0.0001,15.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0018,GENERAL_TRADE_COUNTERPARTY,IND,BRA,100630,128855930.54,123939949.39,0.065,0.012143325841484,0.88,0.0001,10.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0019,GENERAL_TRADE_COUNTERPARTY,IND,BRA,271019,67006113.55,72231502.66,0.065,0.0101981289051971,0.88,0.0001,5.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0020,GENERAL_TRADE_COUNTERPARTY,IND,BRA,300490,865613428.94,1002649973.95,0.065,0.0103953323942991,0.88,0.0001,5.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0021,GENERAL_TRADE_COUNTERPARTY,IND,BRA,520512,309861959.23,345742662.67,0.065,0.0109627504443314,0.88,0.0001,7.5,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0022,GENERAL_TRADE_COUNTERPARTY,IND,BRA,711319,3736198307187.65,4181264881595.23,0.065,0.0110427766215539,0.88,0.0001,12.5,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0023,GENERAL_TRADE_COUNTERPARTY,IND,BRA,847130,18489447354.82,19652567613.99,0.065,0.0116053968425696,0.88,0.0001,0.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0024,GENERAL_TRADE_COUNTERPARTY,IND,BRA,851712,2562502670.21,3040009940.9,0.065,0.0113505007071132,0.88,0.0001,0.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0025,SHANGHAI PRECISION MACHINERY INDUSTRIAL CORP,IND,CHN,90411,4351307180.0,4088088257.93,0.065,0.0972658442147128,0.88,0.0095,15.0,1,ACTIVE,300300CHINAHOLD000,0,17810037006530.35,10438.19,5.9,2.1
EXP-IND-0026,SHANGHAI PRECISION MACHINERY INDUSTRIAL CORP,IND,CHN,100630,1033833514.16,1053892300.12,0.065,0.1002861867744828,0.88,0.0101,10.0,1,ACTIVE,300300CHINAHOLD000,0,17810037006530.35,10438.19,5.9,2.1
EXP-IND-0027,SHANGHAI PRECISION MACHINERY INDUSTRIAL CORP,IND,CHN,271019,687585655.18,655488878.34,0.065,0.0983703082180513,0.88,0.0097,5.0,1,ACTIVE,300300CHINAHOLD000,0,17810037006530.35,10438.19,5.9,2.1
EXP-IND-0028,SHANGHAI PRECISION MACHINERY INDUSTRIAL CORP,IND,CHN,300490,9396016759.6,8825579980.82,0.065,0.1013880347806052,0.88,0.0103,5.0,1,ACTIVE,300300CHINAHOLD000,0,17810037006530.35,10438.19,5.9,2.1
EXP-IND-0029,SHANGHAI PRECISION MACHINERY INDUSTRIAL CORP,IND,CHN,520512,3034174347.42,3027679345.27,0.065,0.1013638205759114,0.88,0.0103,7.5,1,ACTIVE,300300CHINAHOLD000,0,17810037006530.35,10438.19,5.9,2.1
EXP-IND-0030,SHANGHAI PRECISION MACHINERY INDUSTRIAL CORP,IND,CHN,711319,38035977439559.59,34643956889981.52,0.065,0.1013693730597202,0.88,0.0103,12.5,1,ACTIVE,300300CHINAHOLD000,0,17810037006530.35,10438.19,5.9,2.1
EXP-IND-0031,SHANGHAI PRECISION MACHINERY INDUSTRIAL CORP,IND,CHN,847130,162850933011.69,176571126963.5,0.065,0.1032752912072347,0.88,0.0107,0.0,1,ACTIVE,300300CHINAHOLD000,0,17810037006530.35,10438.19,5.9,2.1
EXP-IND-0032,SHANGHAI PRECISION MACHINERY INDUSTRIAL CORP,IND,CHN,851712,24393326121.47,24843686131.7,0.065,0.0997525184124525,0.88,0.01,0.0,1,ACTIVE,300300CHINAHOLD000,0,17810037006530.35,10438.19,5.9,2.1
EXP-IND-0033,DEUTSCHE SPECIALTY CHEMICALS GMBH,IND,DEU,90411,4457058470.47,4336296454.68,0.065,0.1013453032939172,0.88,0.0103,0.0,1,ACTIVE,213800DEUTSCHEPAR00,0,3763061471632.41,53756.66,1.6,2.8
EXP-IND-0034,DEUTSCHE SPECIALTY CHEMICALS GMBH,IND,DEU,100630,1060905268.83,1043064811.01,0.065,0.1010664977898573,0.88,0.0102,10.0,1,ACTIVE,213800DEUTSCHEPAR00,0,3763061471632.41,53756.66,1.6,2.8
EXP-IND-0035,DEUTSCHE SPECIALTY CHEMICALS GMBH,IND,DEU,271019,671896017.22,653073570.09,0.065,0.0970442543807552,0.88,0.0094,5.0,1,ACTIVE,213800DEUTSCHEPAR00,0,3763061471632.41,53756.66,1.6,2.8
EXP-IND-0036,DEUTSCHE SPECIALTY CHEMICALS GMBH,IND,DEU,300490,9276548643.56,8891535677.4,0.065,0.1010902826613648,0.88,0.0102,0.0,1,ACTIVE,213800DEUTSCHEPAR00,0,3763061471632.41,53756.66,1.6,2.8
EXP-IND-0037,DEUTSCHE SPECIALTY CHEMICALS GMBH,IND,DEU,520512,2954846054.31,3190283741.65,0.065,0.1027563292734242,0.88,0.0106,3.2,1,ACTIVE,213800DEUTSCHEPAR00,0,3763061471632.41,53756.66,1.6,2.8
EXP-IND-0038,DEUTSCHE SPECIALTY CHEMICALS GMBH,IND,DEU,711319,36240200070356.59,36892942965702.52,0.065,0.1020014798835463,0.88,0.0104,12.5,1,ACTIVE,213800DEUTSCHEPAR00,0,3763061471632.41,53756.66,1.6,2.8
EXP-IND-0039,DEUTSCHE SPECIALTY CHEMICALS GMBH,IND,DEU,847130,166167050877.56,157079397448.56,0.065,0.0983535692554118,0.88,0.0097,0.0,1,ACTIVE,213800DEUTSCHEPAR00,0,3763061471632.41,53756.66,1.6,2.8
EXP-IND-0040,DEUTSCHE SPECIALTY CHEMICALS GMBH,IND,DEU,851712,25825581632.5,26298385993.71,0.065,0.1056013921727924,0.88,0.0112,0.0,1,ACTIVE,213800DEUTSCHEPAR00,0,3763061471632.41,53756.66,1.6,2.8
EXP-IND-0041,GENERAL_TRADE_COUNTERPARTY,IND,GBR,90411,4211239738.96,4421385558.77,0.065,0.0994928598320243,0.88,0.0099,0.0,0,UNREGISTERED,,0,3315830928643.28,58062.41,1.9,3.4
EXP-IND-0042,GENERAL_TRADE_COUNTERPARTY,IND,GBR,100630,1029169944.11,1082355637.27,0.065,0.1014294345478514,0.88,0.0103,10.0,0,UNREGISTERED,,0,3315830928643.28,58062.41,1.9,3.4
EXP-IND-0043,GENERAL_TRADE_COUNTERPARTY,IND,GBR,271019,676204726.71,690127934.84,0.065,0.1000737946335742,0.88,0.01,5.0,0,UNREGISTERED,,0,3315830928643.28,58062.41,1.9,3.4
EXP-IND-0044,GENERAL_TRADE_COUNTERPARTY,IND,GBR,300490,8990279473.15,8664298919.59,0.065,0.0982330491459876,0.88,0.0096,0.0,0,UNREGISTERED,,0,3315830928643.28,58062.41,1.9,3.4
EXP-IND-0045,GENERAL_TRADE_COUNTERPARTY,IND,GBR,520512,3038978084.97,2972320237.48,0.065,0.1005184544984793,0.88,0.0101,7.5,0,UNREGISTERED,,0,3315830928643.28,58062.41,1.9,3.4
EXP-IND-0046,GENERAL_TRADE_COUNTERPARTY,IND,GBR,711319,35698301979359.88,34032107068020.8,0.065,0.0972555618484892,0.88,0.0095,4.0,0,UNREGISTERED,,0,3315830928643.28,58062.41,1.9,3.4
EXP-IND-0047,GENERAL_TRADE_COUNTERPARTY,IND,GBR,847130,164865697376.18,169867933806.32,0.065,0.1018487520809775,0.88,0.0104,0.0,0,UNREGISTERED,,0,3315830928643.28,58062.41,1.9,3.4
EXP-IND-0048,GENERAL_TRADE_COUNTERPARTY,IND,GBR,851712,25391008408.92,25028047501.05,0.065,0.1021472988071884,0.88,0.0104,0.0,0,UNREGISTERED,,0,3315830928643.28,58062.41,1.9,3.4
EXP-IND-0049,GENERAL_TRADE_COUNTERPARTY,IND,IDN,90411,470435424.99,512026665.85,0.065,0.0113230865145884,0.88,0.0001,15.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0050,GENERAL_TRADE_COUNTERPARTY,IND,IDN,100630,119606629.36,123935654.48,0.065,0.0116988192595039,0.88,0.0001,10.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0051,GENERAL_TRADE_COUNTERPARTY,IND,IDN,271019,72315151.48,64265193.69,0.065,0.0100035033913482,0.88,0.0001,5.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0052,GENERAL_TRADE_COUNTERPARTY,IND,IDN,300490,1004999203.31,1008686406.61,0.065,0.0112044860592753,0.88,0.0001,5.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0053,GENERAL_TRADE_COUNTERPARTY,IND,IDN,520512,341715693.45,352278980.53,0.065,0.0116046930823779,0.88,0.0001,7.5,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0054,GENERAL_TRADE_COUNTERPARTY,IND,IDN,711319,4133870223754.11,4007693386099.3,0.065,0.0113553377073047,0.88,0.0001,12.5,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0055,GENERAL_TRADE_COUNTERPARTY,IND,IDN,847130,20176345543.76,23367633651.62,0.065,0.0132490420099782,0.88,0.0002,0.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0056,GENERAL_TRADE_COUNTERPARTY,IND,IDN,851712,2958600969.65,2802225923.56,0.065,0.0116712400781159,0.88,0.0001,0.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0057,BHARAT AGRO COMMODITIES EXPORTS LIMITED,IND,IND,90411,3822489434.3,3924200201.22,0.065,0.0892822611299551,0.88,0.008,5.0,1,ACTIVE,335800BHARATHOLDING01,0,3796300384899.25,2087.64,7.2,5.2
EXP-IND-0058,BHARAT AGRO COMMODITIES EXPORTS LIMITED,IND,IND,100630,960924948.6,875811177.4399999,0.065,0.0882296233210167,0.88,0.0078,5.0,1,ACTIVE,335800BHARATHOLDING01,0,3796300384899.25,2087.64,7.2,5.2
EXP-IND-0059,BHARAT AGRO COMMODITIES EXPORTS LIMITED,IND,IND,271019,636542900.34,597049127.81,0.065,0.0903515218224034,0.88,0.0082,5.0,1,ACTIVE,335800BHARATHOLDING01,0,3796300384899.25,2087.64,7.2,5.2
EXP-IND-0060,BHARAT AGRO COMMODITIES EXPORTS LIMITED,IND,IND,300490,8268230438.44,8309573084.82,0.065,0.0922416923251251,0.88,0.0085,5.0,1,ACTIVE,335800BHARATHOLDING01,0,3796300384899.25,2087.64,7.2,5.2
EXP-IND-0061,BHARAT AGRO COMMODITIES EXPORTS LIMITED,IND,IND,520512,2683720378.57,2658924469.69,0.065,0.0893375065209675,0.88,0.008,5.0,1,ACTIVE,335800BHARATHOLDING01,0,3796300384899.25,2087.64,7.2,5.2
EXP-IND-0062,BHARAT AGRO COMMODITIES EXPORTS LIMITED,IND,IND,711319,31552461136488.07,31331757258397.15,0.065,0.0877069283681105,0.88,0.0077,5.0,1,ACTIVE,335800BHARATHOLDING01,0,3796300384899.25,2087.64,7.2,5.2
EXP-IND-0063,BHARAT AGRO COMMODITIES EXPORTS LIMITED,IND,IND,847130,139537896870.38,160873927710.91,0.065,0.0914057226215562,0.88,0.0084,5.0,1,ACTIVE,335800BHARATHOLDING01,0,3796300384899.25,2087.64,7.2,5.2
EXP-IND-0064,BHARAT AGRO COMMODITIES EXPORTS LIMITED,IND,IND,851712,21509985277.33,21672203201.21,0.065,0.0874856506147613,0.88,0.0077,5.0,1,ACTIVE,335800BHARATHOLDING01,0,3796300384899.25,2087.64,7.2,5.2
EXP-IND-0065,GENERAL_TRADE_COUNTERPARTY,IND,JPN,90411,536289438.81,460031707.87,0.065,0.0114828151084445,0.88,0.0001,15.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0066,GENERAL_TRADE_COUNTERPARTY,IND,JPN,100630,107518449.74,131075115.48,0.065,0.0114611021625436,0.88,0.0001,10.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0067,GENERAL_TRADE_COUNTERPARTY,IND,JPN,271019,82771751.4,72522122.99,0.065,0.0113741314475546,0.88,0.0001,5.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0068,GENERAL_TRADE_COUNTERPARTY,IND,JPN,300490,1129076986.19,991511947.41,0.065,0.0117993141664843,0.88,0.0001,5.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0069,GENERAL_TRADE_COUNTERPARTY,IND,JPN,520512,325118052.27,363283108.22,0.065,0.0115111606537624,0.88,0.0001,7.5,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0070,GENERAL_TRADE_COUNTERPARTY,IND,JPN,711319,4199764177049.81,4249181505024.94,0.065,0.011784054769838,0.88,0.0001,12.5,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0071,GENERAL_TRADE_COUNTERPARTY,IND,JPN,847130,20146697277.69,23130660287.53,0.065,0.0131679175642102,0.88,0.0002,0.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0072,GENERAL_TRADE_COUNTERPARTY,IND,JPN,851712,2882836520.45,2989447229.02,0.065,0.0118970478921461,0.88,0.0001,0.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0073,GENERAL_TRADE_COUNTERPARTY,IND,KOR,90411,452403347.78,436273658.49,0.065,0.0102421932808799,0.88,0.0001,15.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0074,GENERAL_TRADE_COUNTERPARTY,IND,KOR,100630,113218765.0,123412710.32,0.065,0.0113668510339548,0.88,0.0001,10.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0075,GENERAL_TRADE_COUNTERPARTY,IND,KOR,271019,82278605.59,85667771.65,0.065,0.0123008340050235,0.88,0.0002,5.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0076,GENERAL_TRADE_COUNTERPARTY,IND,KOR,300490,1087198252.46,925723884.32,0.065,0.0112002379660717,0.88,0.0001,5.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0077,GENERAL_TRADE_COUNTERPARTY,IND,KOR,520512,326643039.49,336484751.01,0.065,0.0110885497708728,0.88,0.0001,7.5,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0078,GENERAL_TRADE_COUNTERPARTY,IND,KOR,711319,3772836351229.72,3741193129203.47,0.065,0.0104800928153036,0.88,0.0001,12.5,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0079,GENERAL_TRADE_COUNTERPARTY,IND,KOR,847130,22023510193.49,21974923282.0,0.065,0.013387317931473,0.88,0.0002,0.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0080,GENERAL_TRADE_COUNTERPARTY,IND,KOR,851712,2388946059.03,2927377302.09,0.065,0.010770690984251,0.88,0.0001,0.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0081,GENERAL_TRADE_COUNTERPARTY,IND,NLD,90411,431373127.37,499587214.63,0.065,0.0107295178026706,0.88,0.0001,15.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0082,GENERAL_TRADE_COUNTERPARTY,IND,NLD,100630,100904878.72,116391847.23,0.065,0.0104380852576758,0.88,0.0001,10.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0083,GENERAL_TRADE_COUNTERPARTY,IND,NLD,271019,81568046.0,75520596.19,0.065,0.0115055849575867,0.88,0.0001,5.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0084,GENERAL_TRADE_COUNTERPARTY,IND,NLD,300490,943218258.76,1072283732.78,0.065,0.011214592712687,0.88,0.0001,5.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0085,GENERAL_TRADE_COUNTERPARTY,IND,NLD,520512,324784519.18,367988607.71,0.065,0.0115842668750933,0.88,0.0001,7.5,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0086,GENERAL_TRADE_COUNTERPARTY,IND,NLD,711319,3450715598620.48,4026643267533.31,0.065,0.0104289469631024,0.88,0.0001,12.5,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0087,GENERAL_TRADE_COUNTERPARTY,IND,NLD,847130,20015383046.05,20281713000.4,0.065,0.0122611191780146,0.88,0.0002,0.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0088,GENERAL_TRADE_COUNTERPARTY,IND,NLD,851712,2920928261.13,3025406473.89,0.065,0.0120470726796283,0.88,0.0001,0.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0089,GENERAL_TRADE_COUNTERPARTY,IND,SAU,90411,4951645172.74,5245888943.97,0.065,0.117528769929688,0.88,0.0138,15.0,0,UNREGISTERED,,0,845894344174.54,26747.85,3.3,2.2
EXP-IND-0090,GENERAL_TRADE_COUNTERPARTY,IND,SAU,100630,1165021826.25,1177466785.53,0.065,0.11252399564695,0.88,0.0127,0.0,0,UNREGISTERED,,0,845894344174.54,26747.85,3.3,2.2
EXP-IND-0091,GENERAL_TRADE_COUNTERPARTY,IND,SAU,271019,811819080.34,789025188.39,0.065,0.1172500410020812,0.88,0.0137,0.0,0,UNREGISTERED,,0,845894344174.54,26747.85,3.3,2.2
EXP-IND-0092,GENERAL_TRADE_COUNTERPARTY,IND,SAU,300490,10599155514.83,9878464898.56,0.065,0.1139409306590199,0.88,0.013,5.0,0,UNREGISTERED,,0,845894344174.54,26747.85,3.3,2.2
EXP-IND-0093,GENERAL_TRADE_COUNTERPARTY,IND,SAU,520512,3423028323.76,3471919588.28,0.065,0.115294478960962,0.88,0.0133,7.5,0,UNREGISTERED,,0,845894344174.54,26747.85,3.3,2.2
EXP-IND-0094,GENERAL_TRADE_COUNTERPARTY,IND,SAU,711319,40107001484213.99,39770139813358.31,0.065,0.1114075818839381,0.88,0.0124,12.5,0,UNREGISTERED,,0,845894344174.54,26747.85,3.3,2.2
EXP-IND-0095,GENERAL_TRADE_COUNTERPARTY,IND,SAU,847130,168723725529.9,177250932968.97,0.065,0.1052690376382905,0.88,0.0111,0.0,0,UNREGISTERED,,0,845894344174.54,26747.85,3.3,2.2
EXP-IND-0096,GENERAL_TRADE_COUNTERPARTY,IND,SAU,851712,27074240261.28,27227051345.46,0.065,0.1100125767780019,0.88,0.0121,0.0,0,UNREGISTERED,,0,845894344174.54,26747.85,3.3,2.2
EXP-IND-0097,PACIFIC PETROCHEMICAL & LOGISTICS PTE LTD,IND,SGP,90411,4081199766.44,4376938758.59,0.065,0.0974818623173576,0.88,0.0095,15.0,1,ACTIVE,,0,416136265427.95,72545.39,3.8,2.0
EXP-IND-0098,PACIFIC PETROCHEMICAL & LOGISTICS PTE LTD,IND,SGP,100630,1010089148.43,1035028107.74,0.065,0.0982394382083716,0.88,0.0097,0.0,1,ACTIVE,,0,416136265427.95,72545.39,3.8,2.0
EXP-IND-0099,PACIFIC PETROCHEMICAL & LOGISTICS PTE LTD,IND,SGP,271019,705305584.79,677973928.18,0.065,0.1013150265651646,0.88,0.0103,0.0,1,ACTIVE,,0,416136265427.95,72545.39,3.8,2.0
EXP-IND-0100,PACIFIC PETROCHEMICAL & LOGISTICS PTE LTD,IND,SGP,300490,9149735728.73,8972368774.35,0.065,0.1008344432066324,0.88,0.0102,5.0,1,ACTIVE,,0,416136265427.95,72545.39,3.8,2.0
EXP-IND-0101,PACIFIC PETROCHEMICAL & LOGISTICS PTE LTD,IND,SGP,520512,2940294949.65,2923388482.19,0.065,0.098050099100168,0.88,0.0096,0.0,1,ACTIVE,,0,416136265427.95,72545.39,3.8,2.0
EXP-IND-0102,PACIFIC PETROCHEMICAL & LOGISTICS PTE LTD,IND,SGP,711319,35173034349427.98,36006369946464.81,0.065,0.099276528725567,0.88,0.0099,0.0,1,ACTIVE,,0,416136265427.95,72545.39,3.8,2.0
EXP-IND-0103,PACIFIC PETROCHEMICAL & LOGISTICS PTE LTD,IND,SGP,847130,163937988596.95,159942586465.95,0.065,0.098546513766467,0.88,0.0097,0.0,1,ACTIVE,,0,416136265427.95,72545.39,3.8,2.0
EXP-IND-0104,PACIFIC PETROCHEMICAL & LOGISTICS PTE LTD,IND,SGP,851712,26270182798.23,25714489399.16,0.065,0.1053191843540748,0.88,0.0111,0.0,1,ACTIVE,,0,416136265427.95,72545.39,3.8,2.0
EXP-IND-0105,GLOBAL TEXTILE MANUFACTURING & APPAREL CORP,IND,USA,90411,4491457037.03,4076135229.86,0.065,0.0987433401901237,0.88,0.0098,0.0,1,ACTIVE,549300TEXTILEPAREN00,0,22333258429363.92,74111.12,2.7,3.1
EXP-IND-0106,GLOBAL TEXTILE MANUFACTURING & APPAREL CORP,IND,USA,100630,1008536129.28,1105209446.31,0.065,0.1015360743912923,0.88,0.0103,1.4,1,ACTIVE,549300TEXTILEPAREN00,0,22333258429363.92,74111.12,2.7,3.1
EXP-IND-0107,GLOBAL TEXTILE MANUFACTURING & APPAREL CORP,IND,USA,271019,698647784.92,685643171.26,0.065,0.1013891073237745,0.88,0.0103,0.0,1,ACTIVE,549300TEXTILEPAREN00,0,22333258429363.92,74111.12,2.7,3.1
EXP-IND-0108,GLOBAL TEXTILE MANUFACTURING & APPAREL CORP,IND,USA,300490,9105841575.05,8496525332.59,0.065,0.0979425356447463,0.88,0.0096,0.0,1,ACTIVE,549300TEXTILEPAREN00,0,22333258429363.92,74111.12,2.7,3.1
EXP-IND-0109,GLOBAL TEXTILE MANUFACTURING & APPAREL CORP,IND,USA,520512,2943112948.35,2952685771.63,0.065,0.0985871177201806,0.88,0.0097,4.5,1,ACTIVE,549300TEXTILEPAREN00,0,22333258429363.92,74111.12,2.7,3.1
EXP-IND-0110,GLOBAL TEXTILE MANUFACTURING & APPAREL CORP,IND,USA,711319,34528681305111.06,37210645935874.46,0.065,0.1000574738162497,0.88,0.01,5.5,1,ACTIVE,549300TEXTILEPAREN00,0,22333258429363.92,74111.12,2.7,3.1
EXP-IND-0111,GLOBAL TEXTILE MANUFACTURING & APPAREL CORP,IND,USA,847130,152005323475.09,169409798061.31,0.065,0.0977963550085895,0.88,0.0096,0.0,1,ACTIVE,549300TEXTILEPAREN00,0,22333258429363.92,74111.12,2.7,3.1
EXP-IND-0112,GLOBAL TEXTILE MANUFACTURING & APPAREL CORP,IND,USA,851712,23740668912.78,24014042216.12,0.065,0.096749426562946,0.88,0.0094,0.0,1,ACTIVE,549300TEXTILEPAREN00,0,22333258429363.92,74111.12,2.7,3.1
EXP-IND-0113,GENERAL_TRADE_COUNTERPARTY,IND,WLD,90411,5102528800.01,5278189070.59,0.065,0.1196400020196612,0.88,0.0143,15.0,0,UNREGISTERED,,0,,,,
